ID	Project Name	Project Description	GitHub URL	Suspicious?
599350	Kotlin-Tutorials	é_èçù€Kotlinè¶_æù¥è¶_æˆêç†Ÿç¨_å®_ï_Œæˆ‘å·_ç»èå_€å§‹åœ¨ç”Ÿäº§ç_¯å¢ƒä¸_ä_¿ç”¨å®ƒã€‚è€ƒè™‘åˆ°ç›®å‰çå›_å†…èµ„æ–™è_ƒå°‘ï_Œä_œä¸ºæ_›ç –å_•ç_‰ï_Œè¿‘æœŸæˆ‘å_€å§‹ç__åˆ’å_•åˆ¶ä¸€å¥—è§†é¢‘æ•™ç¨‹ã€‚	https://github.com/enbandari/Kotlin-Tutorials	
403035	Swinject	Dependency injection framework for Swift	https://github.com/Swinject/Swinject	
588466	react-native-splash-screen		https://github.com/crazycodeboy/react-native-splash-screen	
573764	react-native-styling-cheat-sheet		https://github.com/vhpoet/react-native-styling-cheat-sheet	
823165	devdocs	API Documentation Browser	https://github.com/freeCodeCamp/devdocs	
748	redmine	Mirror of redmine code source - Official SVN repository is at https://svn.redmine.org/redmine - contact: @jbbarth or jeanbaptiste.barth (at) gmail (dot) com	https://github.com/redmine/redmine	
610998	React-Native-Apps	Curated List of Open Source React Native Apps	https://github.com/ReactNativeNews/React-Native-Apps	
400199	FlexibleAdapter	"1 Adapter for SelectionMode, ViewHolders, Filter, FastScroller, Animations, Undo, Headers, Expandable, Draggable, Swipeable :-)"	https://github.com/davideas/FlexibleAdapter	
769482	smartTable	ä¸€æ¬_androidè‡ªå_¨ç”Ÿæˆêè¡¨æ _æ¡†æ_¶---A Android automatically generated table framework	https://github.com/huangyanbin/smartTable	
386896	laravel-backup	A package to backup your Laravel 5 app	https://github.com/spatie/laravel-backup	
697105	SwiftTips	A collection of Swift tips & tricks that I've shared on Twitter	https://github.com/JohnSundell/SwiftTips	
5250	lsyncd	Lsyncd (Live Syncing Daemon) synchronizes local directories with remote targets	https://github.com/axkibe/lsyncd	
566434	IBAnimatable	"Design and prototype customized UI, interaction, navigation, transition and animation for App Store ready Apps in Interface Builder with IBAnimatable."	https://github.com/IBAnimatable/IBAnimatable	
487233	circle-menu	"CircleMenu is a simple, elegant menu with a circular layout."	https://github.com/Ramotion/circle-menu	
518763	fantastic-ios-architecture	Better ways to structure apps	https://github.com/onmyway133/fantastic-ios-architecture	
578607	react-native-svg	SVG library for React Native.	https://github.com/react-native-community/react-native-svg	
88813	aws-sdk-php	Official repository of the AWS SDK for PHP (@awsforphp)	https://github.com/aws/aws-sdk-php	
14363	hue	Letâ€™s Big Data. Hue is an open source Web interface for analyzing data with Hadoop and Spark.	https://github.com/cloudera/hue	
691769	ish		https://github.com/tbodt/ish	
364608	tcomb-form-native	Forms library for react-native	https://github.com/gcanti/tcomb-form-native	
179300	Android	Android related examples	https://github.com/hmkcode/Android	
61347	android	:phone: The ownCloud Android App	https://github.com/owncloud/android	
842174	react-native-dom	"An experimental, comprehensive port of React Native to the web."	https://github.com/vincentriemer/react-native-dom	
460983	dev-setup	"Mac OS X development environment setup:  Easy-to-understand instructions with automated setup scripts for developer tools like Vim, Sublime Text, Bash, iTerm, Python data analysis, Spark, Hadoop MapReduce, AWS, Heroku, JavaScript web development, Android "	https://github.com/donnemartin/dev-setup	
769408	Optimizing-Swift-Build-Times	Collection of advice on optimizing compile times of Swift projects.	https://github.com/fastred/Optimizing-Swift-Build-Times	
644688	ShapeShifter		https://github.com/alexjlockwood/ShapeShifter	
830208	FlutterExampleApps	"[Example APPS] Basic Flutter apps, for flutter devs."	https://github.com/iampawan/FlutterExampleApps	
833181	SwiftEntryKit	In App notification views made easier.	https://github.com/huri000/SwiftEntryKit	
642152	material-kit	 Free Bootstrap Material Design UI Kit	https://github.com/creativetimofficial/material-kit	
691854	Pastel	Pastel Gradient Animation View	https://github.com/cruisediary/Pastel	
11677	TouchSwipe-Jquery-Plugin	"TouchSwipe is a jquery plugin to be used with jQuery on touch input devices such as iPad, iPhone etc. "	https://github.com/mattbryson/TouchSwipe-Jquery-Plugin	
795806	qr-filetransfer		https://github.com/claudiodangelis/qr-filetransfer	
90726	aws-sdk-ruby	The official AWS SDK for Ruby.	https://github.com/aws/aws-sdk-ruby	
682752	webtorrent-desktop	":heart: Streaming torrent app for Mac, Windows, and Linux (BitTorrent/WebTorrent)"	https://github.com/webtorrent/webtorrent-desktop	
467227	XLActionController	Fully customizable and extensible action sheet controller written in Swift 2	https://github.com/xmartlabs/XLActionController	
581153	dat	:floppy_disk: open source peer to peer data sharing	https://github.com/datproject/dat	
654625	reactivesearch	(in the works) A data aware UI components library for building search experiences	https://github.com/appbaseio/reactivesearch	
255994	egret-core	"Egret is a brand new open mobile game and application engine which allows you to quickly build mobile games and apps on Android,iOS and Windows."	https://github.com/egret-labs/egret-core	
381102	git-it-electron	:computer: :mortar_board: A Git-it Desktop App	https://github.com/jlord/git-it-electron	
374346	YoCelsius	ä¸€æ¬_å_©æ°”é¢„æ_¥ç_„åº”ç”¨ï_ˆå·_åœ¨AppStoreä¸_çº¿ï_‰	https://github.com/YouXianMing/YoCelsius	
531603	BuildTimeAnalyzer-for-Xcode		https://github.com/RobertGummesson/BuildTimeAnalyzer-for-Xcode	
331682	Siren	"Notify users when a new version of your iOS app is available, and prompt them with the App Store link. Sire is a Swift port of the Objective-C 'Harpy' repository."	https://github.com/ArtSabintsev/Siren	
395578	ZipArchive	ZipArchive is a simple utility class for zipping and unzipping files on iOS and Mac.	https://github.com/ZipArchive/ZipArchive	
668028	AAChartKit	A friendly chart library for iOS developer	https://github.com/AAChartModel/AAChartKit	
799453	Signal-Android	A private messenger for Android.	https://github.com/signalapp/Signal-Android	
532717	iOS-Performance-Optimization	å…_äº_iOS æ€§èƒ_ä_˜åŒ–æ¢_çê†ã€Åå†…å_˜æ_„éœ_ã€Ååç¡é¡¿ã€Åç_‘ç»œã€ÅGPUã€Åç”µé‡èã€Å App åŒ…ä_“ç§¯ç˜_èº«ã€Ååê¯å_¨é€Ÿåº_ä_˜åŒ–ç_‰ã€ÅInstruments é«˜çº§æ_€å·§ã€Åå¸¸è§Åç_„ä_˜åŒ–æ_€èƒ_- Get â€” Edit	https://github.com/skyming/iOS-Performance-Optimization	
371469	GuillotineMenu	Our Guillotine Menu Transitioning Animation implemented in Swift reminds a bit of a notorious killing machine.	https://github.com/Yalantis/GuillotineMenu	
198019	Cerberus	"A few simple, but solid patterns for responsive HTML email templates and newsletters. Even in Outlook and Gmail."	https://github.com/TedGoas/Cerberus	
527519	paper-onboarding		https://github.com/Ramotion/paper-onboarding	
643910	boxing	Android multi-media selector based on MVP mode.	https://github.com/Bilibili/boxing	
802975	filebrowser	:file_folder: Web File Manager which can be used as a middleware or standalone app.	https://github.com/filebrowser/filebrowser	
330895	Gadgetbridge	A free and cloudless replacement for your gadget vendors' closed source Android applications. Pebble and Mi Band supported.	https://github.com/Freeyourgadget/Gadgetbridge	
379117	Presentation	"Presentation helps you to make tutorials, release notes and animated pages."	https://github.com/hyperoslo/Presentation	
480307	junit5	The next generation of JUnit.	https://github.com/junit-team/junit5	
599259	androidannotations	Fast Android Development. Easy maintainance.	https://github.com/androidannotations/androidannotations	
392797	TOCropViewController	A view controller that allows users to crop UIImage objects.	https://github.com/TimOliver/TOCropViewController	
130913	ioscreator	Tutorials from ioscreator.com	https://github.com/ioscreator/ioscreator	
715433	franz		https://github.com/meetfranz/franz	
900817	learn-react-app	Application that will help you learn React fundamentals.	https://github.com/tyroprogrammer/learn-react-app	
253518	xamarin-forms-samples	Sample apps built using the Xamarin.Forms framework	https://github.com/xamarin/xamarin-forms-samples	
821	Reader	PDF Reader Core for iOS	https://github.com/vfr/Reader	
456464	requery	requery - compile time ORM and SQL query library for Java & Android	https://github.com/requery/requery	
743897	yanxuan-weex-demo	yanxuan app demo by weex	https://github.com/zwwill/yanxuan-weex-demo	
384733	EasyAnimation	"A Swift library to take the power of UIView.animateWithDuration(_:, animations:...) to a whole new level - layers, springs, chain-able animations and mixing view and layer animations together!"	https://github.com/icanzilb/EasyAnimation	
249808	shairport-sync	AirPlay audio player. Shairport Sync adds multi-room capability with Audio Synchronisation	https://github.com/mikebrady/shairport-sync	
750224	react-native-paper	Material Design for React Native	https://github.com/callstack/react-native-paper	
482317	tachiyomi		https://github.com/inorichi/tachiyomi	
324886	ChinaMobilePhoneNumberRegex	åŒ_é…çä¸_å›_å_§é™†æ‰‹æœºåè·ç Å	https://github.com/VincentSit/ChinaMobilePhoneNumberRegex	
426350	ActiveLabel.swift	"UILabel drop-in replacement supporting Hashtags (#), Mentions (@) and URLs (http://) written in Swift"	https://github.com/optonaut/ActiveLabel.swift	
603212	SuperTextView	å_Ÿèƒ_å_ºå_§ç_„TextView	https://github.com/lygttpod/SuperTextView	
17949	tess-two	Fork of Tesseract Tools for Android.	https://github.com/rmtheis/tess-two	
702483	ionicons	The premium icon font for Ionic	https://github.com/ionic-team/ionicons	
575662	express-status-monitor	"???? Realtime Monitoring solution for Express.js apps, inspired by status.github.com"	https://github.com/RafalWilinski/express-status-monitor	
811068	gifski-app	Convert videos to high-quality GIFs on your Mac	https://github.com/sindresorhus/gifski-app	
338588	Developing_iOS_8_Apps_With_Swift	Stanford å…¬å_€è¯_ï_ŒDeveloping iOS 8 Apps with Swift å_—å_•ç¿»è¯‘	https://github.com/X140Yu/Developing_iOS_8_Apps_With_Swift	
897245	HistoryOfEverything	Flutter Launch Timeline Demo	https://github.com/2d-inc/HistoryOfEverything	
70767	android-saripaar	UI form validation library for Android	https://github.com/ragunathjawahar/android-saripaar	
620777	corda	Corda core	https://github.com/corda/corda	
540799	AlloyFinger	 multi-touch gestures library for the web	https://github.com/AlloyTeam/AlloyFinger	
411565	RichText	Androidå__åè°ä¸‹ç_„å¯Œæ–‡æœ¬æ˜_ç_ºæ_§ä»¶	https://github.com/zzhoujay/RichText	
449132	PhoneNumberKit	"A Swift framework for parsing, formatting and validating international phone numbers. Inspired by Google's libphonenumber."	https://github.com/marmelroy/PhoneNumberKit	
694462	SpreadsheetView	"Full configurable spreadsheet view user interfaces for iOS applications. With this framework, you can easily create complex layouts like schedule, Gantt chart, timetable as if you are using Excel."	https://github.com/kishikawakatsumi/SpreadsheetView	
639664	bluepill	Bluepill is a reliable iOS testing tool that runs UI tests using multiple simulators on a single machine	https://github.com/linkedin/bluepill	
578637	FastBle	Android BLE è“ùç‰™å_€åè‘æ¡†æ_¶ï_Œä_¿ç”¨å›_è°ƒæ–_å_èå_„çê†ï_Œæêœç´¢ã€Åè¿_æ_¥ã€Ånotifyã€Åindicateã€Åè¯»ã€Åå†™ç_‰ä¸€ç_»åˆ—è“ùç‰™æ“çä_œã€‚	https://github.com/Jasonchenlijian/FastBle	
481618	BasePopup	// æ‰“é€ é€_ç”¨ç_„popupwindow	https://github.com/razerdp/BasePopup	
488731	Awesome-Swift-Playgrounds	A List of Awesome Swift Playgrounds!	https://github.com/uraimo/Awesome-Swift-Playgrounds	
241987	kendo-ui-core	"An HTML5, jQuery-based widget library for building modern web apps."	https://github.com/telerik/kendo-ui-core	
578490	SwiftFormat	A command-line tool for formatting Swift code	https://github.com/nicklockwood/SwiftFormat	
592850	firefox-ios	Firefox for iOS	https://github.com/mozilla-mobile/firefox-ios	
596462	habitica	A habit tracker app which treats your goals like a Role Playing Game.	https://github.com/HabitRPG/habitica	
513357	react-native-material-ui		https://github.com/xotahal/react-native-material-ui	
422592	kotlin-in-chinese	kotlin å®˜æ–_æ–‡æ¡£ç¿»è¯‘	https://github.com/huanglizhuo/kotlin-in-chinese	
137901	CotEditor	Lightweight Plain-Text Editor for OS X	https://github.com/coteditor/CotEditor	
549585	LayoutKit		https://github.com/linkedin/LayoutKit	
472891	Then	âœ¨ Super sweet syntactic sugar for Swift initializers.	https://github.com/devxoul/Then	
339994	awesome-test-automation	"A curated list of awesome test automation frameworks, tools, libraries, and software for different programming languages"	https://github.com/atinfo/awesome-test-automation	
5584	angular-phonecat	Tutorial on building an angular application.	https://github.com/angular/angular-phonecat	
681895	react-native-fast-image		https://github.com/DylanVann/react-native-fast-image	
336076	Side-Menu.iOS	Animated side menu with customizable UI	https://github.com/Yalantis/Side-Menu.iOS	
3212	cocos2d-html5	cocos2d for Web Browsers. Built using JavaScript	https://github.com/cocos2d/cocos2d-html5	
236701	copay	A multisignature wallet.	https://github.com/bitpay/copay	
391064	MasteringAndroidDataBinding	A comprehensive tutorial for Android Data Binding	https://github.com/LyndonChin/MasteringAndroidDataBinding	
112499	django-cors-headers	Django app for handling the server headers required for Cross-Origin Resource Sharing (CORS)	https://github.com/ottoyiu/django-cors-headers	
597358	react-redux-realworld-example-app	An example real world application built with Redux	https://github.com/gothinkster/react-redux-realworld-example-app	
591232	status-react		https://github.com/status-im/status-react	
634800	compiler-explorer	Run GCC (and other compilers) interactively from your web browser and experiment with its generated code	https://github.com/mattgodbolt/compiler-explorer	
178593	mobile-detect.js	"Device detection (phone, tablet, desktop, mobile grade, os, versions)"	https://github.com/hgoebl/mobile-detect.js	
624428	thingsboard	Thingsboard IoT Platform	https://github.com/thingsboard/thingsboard	
851666	XXPermissions		https://github.com/getActivity/XXPermissions	
854690	CrunchyCalendar	"A beautiful material calendar with endless scroll, range selection and a lot more!"	https://github.com/CleverPumpkin/CrunchyCalendar	
855993	UserDefaultsStore	Why not use UserDefaults to store Codable objects ????	https://github.com/omaralbeik/UserDefaultsStore	
854901	top	Top App Developers	https://github.com/app-developers/top	
853929	ladybug	Handle rdar:// links gracefully	https://github.com/ethanhuang13/ladybug	
854065	android-face-detector	A face detection Android library	https://github.com/husaynhakeem/android-face-detector	
836796	IndicatorFastScroll		https://github.com/reddit/IndicatorFastScroll	
850482	CrashSDK	capture crash on Android(arm/x86)	https://github.com/SummerOak/CrashSDK	
840855	Web	"ÂµPad is an open digital note taking app. ÂµPad works with the open XML-based format: NPX, so anyone can implement it into their software allowing a truly open and free experience."	https://github.com/MicroPad/Web	
855610	AppUpdater	initial	https://github.com/jenly1314/AppUpdater	
846520	simple-vlc-player	An Android library that aims to simplify VLC media playback when casting or playing locally.	https://github.com/masterwok/simple-vlc-player	
851318	react-native-easy-router		https://github.com/sergeyshpadyrev/react-native-easy-router	
824262	CameraRecorder-android		https://github.com/MasayukiSuda/CameraRecorder-android	
836353	EasyValidation	A text and input validation library in Kotlin for Android	https://github.com/wajahatkarim3/EasyValidation	
834009	appkernel	Python micro-services made easy / a beautiful and opinionated micro-service chassis 	https://github.com/accelero-cloud/appkernel	
846833	androme	Converts and optimizes HTML pages into the various standard Android layouts in XML. Resources and drawables are also auto-generated. iOS and Xamarin Forms will be supported as well.	https://github.com/anpham6/androme	
816072	Bark		https://github.com/Finb/Bark	
743233	iOS-Security-Guides	iOS security white papers	https://github.com/0xmachos/iOS-Security-Guides	
841964	android-test	An extensive framework for testing Android apps	https://github.com/android/android-test	
851237	contacts		https://github.com/harsh159357/contacts	
814274	simple-keyboard	Simple React.js Virtual Keyboard - no jQuery dependency.	https://github.com/hodgef/simple-keyboard	
853344	KotlinSnapshot	Snapshot Testing in Kotlin	https://github.com/Karumi/KotlinSnapshot	
822341	WeScan	Document Scanning Made Easy for iOS	https://github.com/WeTransfer/WeScan	
854505	BookPlayer	Player for your DRM-free audiobooks	https://github.com/TortugaPower/BookPlayer	
854581	flutter-webrtc-server	A Dart WebRTC Signaling server for flutter-webrtc and html5.	https://github.com/cloudwebrtc/flutter-webrtc-server	
854261	WalleLibrary	Android library æ–_ä_¿å_€åè‘	https://github.com/moz1q1/WalleLibrary	
851475	ant-design-mobile-chart	Ant Design Mobile Chart based on F2	https://github.com/ant-design/ant-design-mobile-chart	
855555	simple_auth	The Simplest way to Authenticate in Flutter	https://github.com/Clancey/simple_auth	
854879	MobileNet-YOLO		https://github.com/eric612/MobileNet-YOLO	
839001	ArcSlidingHelper	Androidå_§å_¢æ»‘å_¨è_…å_©	https://github.com/wuyr/ArcSlidingHelper	
830561	jndcrash	A Java wrapper over NDCrash C library https://github.com/ivanarh/ndcrash	https://github.com/ivanarh/jndcrash	
855545	Hero	Elegant transition library for iOS & tvOS	https://github.com/HeroTransitions/Hero	
849145	guardian	Your guardian for permissions. Stop those who aren't invited to the party.	https://github.com/rennokki/guardian	
852772	saas	build your own SaaS product with Async SaaS boilerplate app	https://github.com/async-labs/saas	
842492	BlueSwift		https://github.com/netguru/BlueSwift	
812379	phonegap-template	A template for an Android application using PhoneGap with material-ui	https://github.com/mrkipling/phonegap-template	
673505	trackerjacker	Tracks WiFi devices by capturing raw 802.11 frames in monitor mode	https://github.com/calebmadrigal/trackerjacker	
818717	rnset	A demonstrate project of react native and integrated & verified opened react native components 	https://github.com/suijunqiang/rnset	
823568	EasyRouter		https://github.com/Xiasm/EasyRouter	
854151	ZYMK	ä»¿çŸ¥éŸ_æ_«å®¢å®¢æˆ·ç«¯ã€‚	https://github.com/wzmyyj/ZYMK	
849549	samples	A collection of Flutter examples and demos.	https://github.com/flutter/samples	
853063	shepherd	Guide your users through a tour of your app #hubspot-open-source	https://github.com/shipshapecode/shepherd	
838257	JCNavigator		https://github.com/imjoych/JCNavigator	
803456	apify-js	Apify Actor runtime for JavaScript / Node.js	https://github.com/apifytech/apify-js	
853643	GDMS-DeviceManagementSystem	åŸºäº_webç_„è®_å_‡ç®¡çê†ç_»ç»Ÿï_Œå‰çåê_ç«¯åˆ†ç_»	https://github.com/manier13579/GDMS-DeviceManagementSystem	
849676	SnippetStore	A snippet management app for developers	https://github.com/ZeroX-DG/SnippetStore	
842367	alpha	Alphaæ˜¯ä¸€ä¸ªåŸºäº_PERTå›_æ_„å»ºç_„Androidå_‚æ_¥åê¯å_¨æ¡†æ_¶ï_Œå®ƒç®€åç•ï_Œé«˜æ•ˆï_Œå_Ÿèƒ_å®Œå–„ã€‚ åœ¨åº”ç”¨åê¯å_¨ç_„æ—¶å€™ï_Œæˆ‘ä»¬é€_å¸¸ä__æœ‰å_ˆå__å·¥ä_œéœ€è_ÅåÅ_ï_Œä¸ºäº†æèêé«˜åê¯å_¨é€Ÿåº_ï_Œæˆ‘ä»¬ä__å°_åè¯èƒ_è®©è¿™äº›å·¥ä_œå_¶åè‘è¿›è¡Œã€‚ä_†è¿™äº›å·¥ä_œä_‹é—´åè¯èƒ_å_˜åœ¨å‰çåê_ä_ùèµ–ç_„å…_ç_»ï_Œæ‰€ä»¥æˆ‘ä»¬åèˆéœ€è_Åæƒ_å__æ_•ä¿ùè¯Åä»–ä»¬æ‰§è¡Œé¡ºåºèç_„æ_£ç¡®æ€§ã€‚Alphaå°±æ˜¯ä¸ºæ__è€Œè®_è®¡ç_„ï_Œä_¿ç”¨è€…åèªéœ€å®_ä_‰å¥_è‡ªå·±ç_„taskï_Œå_¶æèèè¿°å®ƒä_ùèµ–ç_„taskï_Œå°†å®ƒæ·»å_ åˆ°Projectä¸_ã€‚æ¡†æ_¶ä__è‡ªå_¨å_¶åè‘æœ‰åºèåœ°æ‰§è¡Œè¿™äº›taskï_Œå_¶å°†æ‰§è¡Œç_„ç»“æ_œæ_›å‡ºæù¥ã€‚	https://github.com/alibaba/alpha	
847313	go-structure-examples	Examples for my talk on structuring go apps	https://github.com/katzien/go-structure-examples	
785572	blog_backups	Android é¡_ç›®ä_˜åŒ–ã€Åéù¢è¯•é¢˜é›†ï_ŒåŒ…åê«Androidã€ÅJavaã€Åæ•°æç®ç»“æ_„ã€Åç®—æ_•ã€Åä¸ªäººblogå_‡ä»_ç_‰ã€‚	https://github.com/crazyandcoder/blog_backups	
839465	Bassa-mobile	Bassa mobile	https://github.com/scorelab/Bassa-mobile	
851287	koin	KOIN - a pragmatic lightweight dependency injection framework for Kotlin https://insert-koin.io/	https://github.com/InsertKoinIO/koin	
815603	UnityCapture	"Unity3D Virtual webcam plugin, streams unity viewport contents to other applications as virtual camera"	https://github.com/schellingb/UnityCapture	
779860	validatetor	Android library for fast and simple string validation	https://github.com/nisrulz/validatetor	
813706	JReadHub	Readhub Android client	https://github.com/guanpj/JReadHub	
854339	Sica	Sica can execute various animations sequentially or parallely	https://github.com/cats-oss/Sica	
841725	swiftProject	swifté¡_ç›®	https://github.com/NJHu/swiftProject	
851745	functions-serverless-chat-app-tutorial	"Tutorial for building a serverless chat app with Azure Functions, SignalR Service, and Cosmos DB"	https://github.com/Azure-Samples/functions-serverless-chat-app-tutorial	
852052	bloqly	Bloqly Project:  JavaScript Smart Contracts Engine	https://github.com/bloqly/bloqly	
811902	hcxdumptool		https://github.com/ZerBea/hcxdumptool	
847773	ABridge	the abridge for android ipc	https://github.com/yifei8/ABridge	
855991	react-native-articles	React Native Articles	https://github.com/burhanyilmaz/react-native-articles	
841521	Meshenger	open-source P2P messenger	https://github.com/dakhnod/Meshenger	
854447	ketro	Retrofit 2 wrapper written in Kotlin which makes it easier to get LiveData values from a REST API client	https://github.com/smilecs/ketro	
820519	Android-Tips		https://github.com/RealMoMo/Android-Tips	
613910	Analysis		https://github.com/BasThomas/Analysis	
855020	calepin-frontend		https://github.com/orditeck/calepin-frontend	
838174	Delir	Web Tech driven Hackable VFX App	https://github.com/ra-gg/Delir	
831065	cp8	GitHub review bot	https://github.com/cookpad/cp8	
766212	AlarmAndJob	æœ‰æù¡ä»¶è‡ªå_¨é‡çåê¯ç_„æœçå_¡	https://github.com/dxsdyhm/AlarmAndJob	
837832	TextureSignalProcessing	Gradient-Domain Processing within a Texture Atlas	https://github.com/mkazhdan/TextureSignalProcessing	
813817	ReactNative-Book-Demo		https://github.com/ParryQiu/ReactNative-Book-Demo	
843615	OmniThing	A cross-platform successor to ST_Anything	https://github.com/DanielOgorchock/OmniThing	
855322	Instabug-Android	Bug reporting tool for Android apps	https://github.com/Instabug/Instabug-Android	
843891	python-aiocqhttp	A Python SDK with acync I/O for CoolQ HTTP API plugin.	https://github.com/richardchien/python-aiocqhttp	
848458	create-fusion-app		https://github.com/fusionjs/create-fusion-app	
849313	react-native-workshop	This repository is for the react-native-workshop materials	https://github.com/ReactBangalore/react-native-workshop	
837631	augur-app	Augur Desktop Electron Application	https://github.com/AugurProject/augur-app	
825597	trace		https://github.com/trentpiercy/trace	
845979	Android-Cheat-sheet	Cheat Sheet for Android Interviews	https://github.com/anitaa1990/Android-Cheat-sheet	
831022	LNPropertyListEditor	"A property list editor for macOS, similar to Xcode's."	https://github.com/LeoNatan/LNPropertyListEditor	
852743	fatturapa-php-sdk	PHP SDK per la fatturazione elettronica	https://github.com/italia/fatturapa-php-sdk	
794288	node-basic-boilerplate-docker		https://github.com/gmoralesc/node-basic-boilerplate-docker	
854393	Xam.Plugin.SimpleAppIntro	Just a nice and simple AppIntro for your Xamarin Forms project	https://github.com/galadril/Xam.Plugin.SimpleAppIntro	
781812	android-week-calendar		https://github.com/chenyongci/android-week-calendar	
851508	cnoder	Yet another CNode Flutter App	https://github.com/ali322/cnoder	
808061	FullMaterialLoader	FullMaterialLoader is the swift library to show and animate the loader	https://github.com/sathishvgs/FullMaterialLoader	
844571	config-preview-sdk	Preview SDK for orb authors	https://github.com/CircleCI-Public/config-preview-sdk	
814223	react-simple-keyboard	Simple React.js Virtual Keyboard - no jQuery dependency.	https://github.com/hodgef/react-simple-keyboard	
842366	JsonLube	ä¸ºäº†é«˜æ•ˆåœ°å°†Jsonå¯_è±¡è_¬åŒ–æˆêJava beanå¯_è±¡ï_Œä_ ç»Ÿä¸_æˆ‘ä»¬æ˜¯åœ¨è¿êè¡Œæ˜¯åˆ©ç”¨åèçå°„æù¥å®_ç_°ã€‚ä_†æ˜¯åœ¨ç§»å_¨å__åè°ä¸_ï_Œéù¢å¯_å_çæù‚ç_„Jsonï_Œé‡‡ç”¨åèçå°„ç_„æ–_å_èå_€å_€æ€§èƒ_æ¯”è_ƒå·®ï_Œä¸ºäº†è¿_æ±‚æ_Åè‡´ç_„æ€§èƒ_ï_Œæˆ‘ä»¬åè¯ä»¥é‡‡ç”¨Androidå_Ÿç”Ÿç_„Jsonåº“è¿›è¡Œè§£æ_êã€‚ä_†æ˜¯éù¢å¯_ä¸€ä¸ªå_çæù‚ç_„å_§Jsonï_ŒåŸºäº_å_Ÿç”ŸJsonåº“å_»æ‰‹å_¨è§£æ_êå·¥ä_œé‡èå_ªå_§ï_Œä¸”å®_æ˜“å‡ºé”™ã€‚JsonLubeæ˜¯ä¸ºæ__è€Œè®_è®¡ç_„ã€‚JsonLubeä__åœ¨ç_–è¯‘æœŸè‡ªå_¨ç”ŸæˆêJsonè§£æ_êä»£ç Åï_Œç”¨æˆ·ä_¿ç”¨æ–_å_èç®€åç•ï_Œä_†æ˜¯åç´èƒ_æ”¶è_·å_Ÿç”Ÿè§£æ_êç_„æ€§èƒ_ã€‚	https://github.com/alibaba/JsonLube	
844825	Optimize		https://github.com/anitaa1990/Optimize	
817828	fsig	Send signals to a subprocess when files change	https://github.com/sagikazarmark/fsig	
838233	FGO-Planning-Tool		https://github.com/ssttkkl/FGO-Planning-Tool	
844165	SignalR	SignalR Core support for Microsoft AspNet Core Blazor	https://github.com/BlazorExtensions/SignalR	
838434	libiocm	ä¸_å›_ç”µä¿¡ç‰©èÅ”ç_‘å_€æ”_å__åè°APIå¯_æ_¥åº“	https://github.com/zeevin/libiocm	
855894	duoduoke-sdk	å__å__å®¢API SDK	https://github.com/justmd5/duoduoke-sdk	
855125	livedata-ktx	"Kotlin extension for LiveData, chaining like RxJava"	https://github.com/Shopify/livedata-ktx	
372558	Form	The most flexible and powerful way to build a form on iOS	https://github.com/3lvis/Form	
832695	MapMoves	Import from Moves app to Unity	https://github.com/bionicl/MapMoves	
850371	react-native-template-pro	React Native template with async and debugging tools.	https://github.com/thiagobrez/react-native-template-pro	
826170	ZimLX	Open Source and free launcher for Android	https://github.com/otakuhqz/ZimLX	
846798	eDistantObject		https://github.com/google/eDistantObject	
851057	datetime_picker_formfield	A Flutter widget that wraps a TextFormField and integrates the date and/or time picker dialogs.	https://github.com/jifalops/datetime_picker_formfield	
852465	web-foundation	"Principles, decision logs, and best practices for building web apps at Shopify"	https://github.com/Shopify/web-foundation	
827460	fenix	Fenix is not your parent's Android browser.	https://github.com/mozilla-mobile/fenix	
836000	urban	Dark themes inspired by Xcode's Civic theme	https://github.com/divadretlaw/urban	
722524	PickerView	Androidæ»_å_¨é€‰æ‹©å™¨	https://github.com/duanhong169/PickerView	
740284	react-native-shop-ui	A react native clothes shopping UI template with storage and user management.	https://github.com/ATF19/react-native-shop-ui	
847637	mobile-ffmpeg	Source code and scripts to build FFmpeg for Android platform and IOS platform	https://github.com/tanersener/mobile-ffmpeg	
823609	PopItUp	a Popup system for iOS	https://github.com/fritzgerald/PopItUp	
849509	react-native-fix-xcode-10	Fix Xcode 10 beta 1 issues with compiling React Native apps	https://github.com/rhdeck/react-native-fix-xcode-10	
845996	Localizr.swift	Simplified Localization library in IOS.	https://github.com/michaelhenry/Localizr.swift	
855782	SwiftyCodeView		https://github.com/arturdev/SwiftyCodeView	
848051	hn_app	The HN reader app developed live on The Boring Flutter Development Show	https://github.com/filiph/hn_app	
823266	blue-notes	Twelve classic Blue Note album sleeves recreated in the browser using HTML and CSS.	https://github.com/stevehoneyman/blue-notes	
852691	txai	è…_è®¯AIå_€åè‘å__åè°sdk	https://github.com/shiguanghuxian/txai	
833972	Promega		https://github.com/PrintM3D/Promega	
849937	traveling_salesman_demo		https://github.com/thomasnield/traveling_salesman_demo	
828591	tailor_made	A Flutter experiment.	https://github.com/jogboms/tailor_made	
815647	miniApps	äº«ä¸ƒå_®ä¿¡å°èç¨‹åºè	https://github.com/hbxq2018/miniApps	
842732	react-native-boilerplate	???? React Native Boilerplate 	https://github.com/victorkvarghese/react-native-boilerplate	
824471	SamMitiAR-iOS		https://github.com/prolificinteractive/SamMitiAR-iOS	
